település;fertőzöttek;népesség;;;;;;;;;;;;;;;;;;;;;;;
Chernelházadamonya;4;206;;;;;;;;;;;;;;;;;;;;;;;
Ormándlak;2;103;;;;;;;;;;;;;;;;;;;;;;;
Duka;5;258;;;;;;;;;;;;;;;;;;;;;;;
Besnyő;34;1 755;;;;;;;;;;;;;;;;;;;;;;;
Litke;16;826;;;;;;;;;;;;;;;;;;;;;;;
Aszófő;9;465;;;;;;;;;;;;;;;;;;;;;;;
Barnag;3;155;;;;;;;;;;;;;;;;;;;;;;;
Tibolddaróc;26;1 345;;;;;;;;;;;;;;;;;;;;;;;
Bodony;14;725;;;;;;;;;;;;;;;;;;;;;;;
Rozsály;15;777;;;;;;;;;;;;;;;;;;;;;;;
Fonó;6;311;;;;;;;;;;;;;;;;;;;;;;;
Bükkszék;13;674;;;;;;;;;;;;;;;;;;;;;;;
Becske;11;572;;;;;;;;;;;;;;;;;;;;;;;
Nagyhódos;3;156;;;;;;;;;;;;;;;;;;;;;;;
Ózdfalu;3;156;;;;;;;;;;;;;;;;;;;;;;;
Palé;2;104;;;;;;;;;;;;;;;;;;;;;;;
Ágasegyháza;39;2 029;;;;;;;;;;;;;;;;;;;;;;;
Váchartyán;36;1 873;;;;;;;;;;;;;;;;;;;;;;;
Kunbaja;30;1 563;;;;;;;;;;;;;;;;;;;;;;;
Nagyszokoly;17;886;;;;;;;;;;;;;;;;;;;;;;;
Beloiannisz;22;1 149;;;;;;;;;;;;;;;;;;;;;;;
Csanádpalota;54;2 821;;;;;;;;;;;;;;;;;;;;;;;
Pusztafalu;4;209;;;;;;;;;;;;;;;;;;;;;;;
Somodor;8;418;;;;;;;;;;;;;;;;;;;;;;;
Benk;9;471;;;;;;;;;;;;;;;;;;;;;;;
Vejti;3;157;;;;;;;;;;;;;;;;;;;;;;;
Valkó;48;2 514;;;;;;;;;;;;;;;;;;;;;;;
Mátyásdomb;14;735;;;;;;;;;;;;;;;;;;;;;;;
Pély;28;1 473;;;;;;;;;;;;;;;;;;;;;;;
Enese;34;1 789;;;;;;;;;;;;;;;;;;;;;;;
Érpatak;34;1 789;;;;;;;;;;;;;;;;;;;;;;;
Nagykökényes;11;579;;;;;;;;;;;;;;;;;;;;;;;
Tiszaderzs;22;1 158;;;;;;;;;;;;;;;;;;;;;;;
Tiszabura;61;3 211;;;;;;;;;;;;;;;;;;;;;;;
Mánd;6;316;;;;;;;;;;;;;;;;;;;;;;;
Pettend;3;158;;;;;;;;;;;;;;;;;;;;;;;
Zajta;9;474;;;;;;;;;;;;;;;;;;;;;;;
Bedő;7;369;;;;;;;;;;;;;;;;;;;;;;;
Garadna;7;369;;;;;;;;;;;;;;;;;;;;;;;
Madocsa;36;1 898;;;;;;;;;;;;;;;;;;;;;;;
Nyírmihálydi;43;2 268;;;;;;;;;;;;;;;;;;;;;;;
Jászkisér;102;5 382;;;;;;;;;;;;;;;;;;;;;;;
Sormás;17;897;;;;;;;;;;;;;;;;;;;;;;;
Mesterszállás;13;686;;;;;;;;;;;;;;;;;;;;;;;
Csibrák;6;317;;;;;;;;;;;;;;;;;;;;;;;
Pusztaottlaka;7;370;;;;;;;;;;;;;;;;;;;;;;;
Szőkéd;7;370;;;;;;;;;;;;;;;;;;;;;;;
Bolhás;8;423;;;;;;;;;;;;;;;;;;;;;;;
Eperjes;9;476;;;;;;;;;;;;;;;;;;;;;;;
Sarud;22;1 164;;;;;;;;;;;;;;;;;;;;;;;
Mezőpeterd;12;635;;;;;;;;;;;;;;;;;;;;;;;
Konyár;42;2 223;;;;;;;;;;;;;;;;;;;;;;;
Fábiánsebestyén;37;1 959;;;;;;;;;;;;;;;;;;;;;;;
Bodrogkisfalud;17;901;;;;;;;;;;;;;;;;;;;;;;;
Osztopán;15;795;;;;;;;;;;;;;;;;;;;;;;;
Szentlászló;16;848;;;;;;;;;;;;;;;;;;;;;;;
Zichyújfalu;18;954;;;;;;;;;;;;;;;;;;;;;;;
Balatonszentgyörgy;32;1 697;;;;;;;;;;;;;;;;;;;;;;;
Karcsa;35;1 860;;;;;;;;;;;;;;;;;;;;;;;
Pátyod;13;691;;;;;;;;;;;;;;;;;;;;;;;
Szőkedencs;5;266;;;;;;;;;;;;;;;;;;;;;;;
Csökmő;38;2 026;;;;;;;;;;;;;;;;;;;;;;;
Erdőtarcsa;10;534;;;;;;;;;;;;;;;;;;;;;;;
Sáp;18;962;;;;;;;;;;;;;;;;;;;;;;;
Daruszentmiklós;24;1 283;;;;;;;;;;;;;;;;;;;;;;;
Babarcszőlős;2;107;;;;;;;;;;;;;;;;;;;;;;;
Medgyesbodzás;19;1 017;;;;;;;;;;;;;;;;;;;;;;;
Tiszalúc;95;5 085;;;;;;;;;;;;;;;;;;;;;;;
Boldogasszonyfa;8;429;;;;;;;;;;;;;;;;;;;;;;;
Mórágy;14;753;;;;;;;;;;;;;;;;;;;;;;;
Nemesrempehollós;5;269;;;;;;;;;;;;;;;;;;;;;;;
Bana;30;1 615;;;;;;;;;;;;;;;;;;;;;;;
Bélmegyer;18;969;;;;;;;;;;;;;;;;;;;;;;;
Szamosújlak;7;377;;;;;;;;;;;;;;;;;;;;;;;
Csegöld;13;701;;;;;;;;;;;;;;;;;;;;;;;
Aszaló;34;1 834;;;;;;;;;;;;;;;;;;;;;;;
Ónod;45;2 430;;;;;;;;;;;;;;;;;;;;;;;
Szaknyér;1;54;;;;;;;;;;;;;;;;;;;;;;;
Szamostatárfalva;6;324;;;;;;;;;;;;;;;;;;;;;;;
Zsennye;2;108;;;;;;;;;;;;;;;;;;;;;;;
Nyírmada;94;5 084;;;;;;;;;;;;;;;;;;;;;;;
Vérteskethely;11;595;;;;;;;;;;;;;;;;;;;;;;;
Dunasziget;31;1 677;;;;;;;;;;;;;;;;;;;;;;;
Kéty;13;704;;;;;;;;;;;;;;;;;;;;;;;
Galambok;25;1 354;;;;;;;;;;;;;;;;;;;;;;;
Bálványos;11;596;;;;;;;;;;;;;;;;;;;;;;;
Páhi;22;1 194;;;;;;;;;;;;;;;;;;;;;;;
Kétpó;12;652;;;;;;;;;;;;;;;;;;;;;;;
Dióskál;9;490;;;;;;;;;;;;;;;;;;;;;;;
Kisszekeres;10;545;;;;;;;;;;;;;;;;;;;;;;;
Olcsva;14;764;;;;;;;;;;;;;;;;;;;;;;;
Kapoly;12;655;;;;;;;;;;;;;;;;;;;;;;;
Mesteri;5;273;;;;;;;;;;;;;;;;;;;;;;;
Mélykút;93;5 082;;;;;;;;;;;;;;;;;;;;;;;
Kovácsvágás;12;656;;;;;;;;;;;;;;;;;;;;;;;
Nemesrádó;6;328;;;;;;;;;;;;;;;;;;;;;;;
Nyim;6;328;;;;;;;;;;;;;;;;;;;;;;;
Újlengyel;32;1 750;;;;;;;;;;;;;;;;;;;;;;;
Balatonudvari;7;383;;;;;;;;;;;;;;;;;;;;;;;
Forró;49;2 683;;;;;;;;;;;;;;;;;;;;;;;
Balaton;19;1 045;;;;;;;;;;;;;;;;;;;;;;;
Siklósbodony;3;165;;;;;;;;;;;;;;;;;;;;;;;
Nagyfüged;32;1 763;;;;;;;;;;;;;;;;;;;;;;;
Hosszúpereszteg;12;662;;;;;;;;;;;;;;;;;;;;;;;
Peterd;4;221;;;;;;;;;;;;;;;;;;;;;;;
Tápszentmiklós;17;940;;;;;;;;;;;;;;;;;;;;;;;
Mikekarácsonyfa;6;332;;;;;;;;;;;;;;;;;;;;;;;
Miháld;14;775;;;;;;;;;;;;;;;;;;;;;;;
Nyírlugos;50;2 770;;;;;;;;;;;;;;;;;;;;;;;
Dunatetétlen;10;555;;;;;;;;;;;;;;;;;;;;;;;
Dámóc;7;389;;;;;;;;;;;;;;;;;;;;;;;
Négyes;5;278;;;;;;;;;;;;;;;;;;;;;;;
Mosonudvar;8;445;;;;;;;;;;;;;;;;;;;;;;;
Mezőnyárád;29;1 615;;;;;;;;;;;;;;;;;;;;;;;
Mezősas;12;669;;;;;;;;;;;;;;;;;;;;;;;
Rábaszentmihály;9;502;;;;;;;;;;;;;;;;;;;;;;;
Csapi;3;168;;;;;;;;;;;;;;;;;;;;;;;
Kercseliget;7;392;;;;;;;;;;;;;;;;;;;;;;;
Szentkatalin;2;112;;;;;;;;;;;;;;;;;;;;;;;
Tiszakarád;44;2 465;;;;;;;;;;;;;;;;;;;;;;;
Kisláng;45;2 523;;;;;;;;;;;;;;;;;;;;;;;
Somogygeszti;8;449;;;;;;;;;;;;;;;;;;;;;;;
Palkonya;5;281;;;;;;;;;;;;;;;;;;;;;;;
Németkér;31;1 746;;;;;;;;;;;;;;;;;;;;;;;
Mőcsény;6;338;;;;;;;;;;;;;;;;;;;;;;;
Újudvar;17;958;;;;;;;;;;;;;;;;;;;;;;;
Balotaszállás;28;1 582;;;;;;;;;;;;;;;;;;;;;;;
Sajómercse;4;226;;;;;;;;;;;;;;;;;;;;;;;
Szalonna;18;1 019;;;;;;;;;;;;;;;;;;;;;;;
Regenye;3;170;;;;;;;;;;;;;;;;;;;;;;;
Vámosoroszi;10;567;;;;;;;;;;;;;;;;;;;;;;;
Kastélyosdombó;4;227;;;;;;;;;;;;;;;;;;;;;;;
Kercaszomor;4;227;;;;;;;;;;;;;;;;;;;;;;;
Apaj;21;1 193;;;;;;;;;;;;;;;;;;;;;;;
Ácsteszér;12;684;;;;;;;;;;;;;;;;;;;;;;;
Balajt;9;513;;;;;;;;;;;;;;;;;;;;;;;
Lispeszentadorján;5;285;;;;;;;;;;;;;;;;;;;;;;;
Patca;1;57;;;;;;;;;;;;;;;;;;;;;;;
Pórszombat;5;285;;;;;;;;;;;;;;;;;;;;;;;
Zalkod;4;228;;;;;;;;;;;;;;;;;;;;;;;
Kevermes;33;1 883;;;;;;;;;;;;;;;;;;;;;;;
Baktalórántháza;66;3 770;;;;;;;;;;;;;;;;;;;;;;;
Kőröshegy;25;1 430;;;;;;;;;;;;;;;;;;;;;;;
Rudabánya;45;2 577;;;;;;;;;;;;;;;;;;;;;;;
Molvány;3;172;;;;;;;;;;;;;;;;;;;;;;;
Nagytótfalu;6;344;;;;;;;;;;;;;;;;;;;;;;;
Szenta;7;402;;;;;;;;;;;;;;;;;;;;;;;
Mátételke;9;517;;;;;;;;;;;;;;;;;;;;;;;
Jászágó;12;690;;;;;;;;;;;;;;;;;;;;;;;
Németbánya;2;115;;;;;;;;;;;;;;;;;;;;;;;
Vaja;64;3 683;;;;;;;;;;;;;;;;;;;;;;;
Pusztahencse;18;1 036;;;;;;;;;;;;;;;;;;;;;;;
Felgyő;21;1 209;;;;;;;;;;;;;;;;;;;;;;;
Répceszemere;5;288;;;;;;;;;;;;;;;;;;;;;;;
Iváncsa;49;2 824;;;;;;;;;;;;;;;;;;;;;;;
Ercsi;146;8 420;;;;;;;;;;;;;;;;;;;;;;;
Csikéria;14;808;;;;;;;;;;;;;;;;;;;;;;;
Bódvaszilas;18;1 039;;;;;;;;;;;;;;;;;;;;;;;
Végegyháza;23;1 330;;;;;;;;;;;;;;;;;;;;;;;
Orbányosfa;2;116;;;;;;;;;;;;;;;;;;;;;;;
Teleki;4;232;;;;;;;;;;;;;;;;;;;;;;;
Jánoshalma;149;8 650;;;;;;;;;;;;;;;;;;;;;;;
Tiszaszentmárton;21;1 220;;;;;;;;;;;;;;;;;;;;;;;
Magyarszerdahely;9;523;;;;;;;;;;;;;;;;;;;;;;;
Igrici;16;930;;;;;;;;;;;;;;;;;;;;;;;
Perkupa;15;872;;;;;;;;;;;;;;;;;;;;;;;
Szarvasgede;7;407;;;;;;;;;;;;;;;;;;;;;;;
Botykapeterd;6;349;;;;;;;;;;;;;;;;;;;;;;;
Tiszakerecseny;18;1 048;;;;;;;;;;;;;;;;;;;;;;;
Csobád;12;700;;;;;;;;;;;;;;;;;;;;;;;
Gádoros;63;3 679;;;;;;;;;;;;;;;;;;;;;;;
Ozora;28;1 636;;;;;;;;;;;;;;;;;;;;;;;
Csatka;4;234;;;;;;;;;;;;;;;;;;;;;;;
Magyarmecske;6;351;;;;;;;;;;;;;;;;;;;;;;;
Répceszentgyörgy;2;117;;;;;;;;;;;;;;;;;;;;;;;
Tataháza;20;1 170;;;;;;;;;;;;;;;;;;;;;;;
Székely;19;1 113;;;;;;;;;;;;;;;;;;;;;;;
Döge;39;2 286;;;;;;;;;;;;;;;;;;;;;;;
Magy;16;938;;;;;;;;;;;;;;;;;;;;;;;
Ároktő;20;1 173;;;;;;;;;;;;;;;;;;;;;;;
Aranyosapáti;38;2 232;;;;;;;;;;;;;;;;;;;;;;;
Szeremle;24;1 411;;;;;;;;;;;;;;;;;;;;;;;
Kunbaracs;11;647;;;;;;;;;;;;;;;;;;;;;;;
Győrasszonyfa;9;530;;;;;;;;;;;;;;;;;;;;;;;
Ecseg;20;1 180;;;;;;;;;;;;;;;;;;;;;;;
Kány;1;59;;;;;;;;;;;;;;;;;;;;;;;
Kemenespálfa;7;413;;;;;;;;;;;;;;;;;;;;;;;
Tormásliget;5;295;;;;;;;;;;;;;;;;;;;;;;;
Csépa;29;1 712;;;;;;;;;;;;;;;;;;;;;;;
Báta;27;1 596;;;;;;;;;;;;;;;;;;;;;;;
Magyarsarlós;5;296;;;;;;;;;;;;;;;;;;;;;;;
Nagykapornak;15;888;;;;;;;;;;;;;;;;;;;;;;;
Alsószölnök;6;357;;;;;;;;;;;;;;;;;;;;;;;
Körösnagyharsány;10;595;;;;;;;;;;;;;;;;;;;;;;;
Lúzsok;4;238;;;;;;;;;;;;;;;;;;;;;;;
Szamosbecs;7;417;;;;;;;;;;;;;;;;;;;;;;;
Taktakenéz;21;1 255;;;;;;;;;;;;;;;;;;;;;;;
Zubogy;9;538;;;;;;;;;;;;;;;;;;;;;;;
Mecsekpölöske;7;419;;;;;;;;;;;;;;;;;;;;;;;
Hernádszurdok;3;180;;;;;;;;;;;;;;;;;;;;;;;
Kissziget;3;180;;;;;;;;;;;;;;;;;;;;;;;
Petrivente;6;360;;;;;;;;;;;;;;;;;;;;;;;
Pördefölde;1;60;;;;;;;;;;;;;;;;;;;;;;;
Kötcse;9;541;;;;;;;;;;;;;;;;;;;;;;;
Balatonmagyaród;8;481;;;;;;;;;;;;;;;;;;;;;;;
Erdőtelek;55;3 308;;;;;;;;;;;;;;;;;;;;;;;
Battonya;99;5 955;;;;;;;;;;;;;;;;;;;;;;;
Sárazsadány;4;241;;;;;;;;;;;;;;;;;;;;;;;
Viss;11;663;;;;;;;;;;;;;;;;;;;;;;;
Babócsa;25;1 508;;;;;;;;;;;;;;;;;;;;;;;
Kéked;3;181;;;;;;;;;;;;;;;;;;;;;;;
Kupa;3;181;;;;;;;;;;;;;;;;;;;;;;;
Lickóvadamos;3;181;;;;;;;;;;;;;;;;;;;;;;;
Somogysámson;12;724;;;;;;;;;;;;;;;;;;;;;;;
Tiszagyenda;17;1 027;;;;;;;;;;;;;;;;;;;;;;;
Felsőtelekes;12;726;;;;;;;;;;;;;;;;;;;;;;;
Csép;6;364;;;;;;;;;;;;;;;;;;;;;;;
Újpetre;17;1 032;;;;;;;;;;;;;;;;;;;;;;;
Tuzsér;59;3 583;;;;;;;;;;;;;;;;;;;;;;;
Bolhó;12;729;;;;;;;;;;;;;;;;;;;;;;;
Himesháza;17;1 033;;;;;;;;;;;;;;;;;;;;;;;
Rásonysápberencs;9;548;;;;;;;;;;;;;;;;;;;;;;;
Besence;2;122;;;;;;;;;;;;;;;;;;;;;;;
Zsurk;12;735;;;;;;;;;;;;;;;;;;;;;;;
Anarcs;33;2 022;;;;;;;;;;;;;;;;;;;;;;;
Nemesborzova;2;123;;;;;;;;;;;;;;;;;;;;;;;
Berekböszörmény;33;2 030;;;;;;;;;;;;;;;;;;;;;;;
Tarany;19;1 169;;;;;;;;;;;;;;;;;;;;;;;
Besenyőtelek;43;2 647;;;;;;;;;;;;;;;;;;;;;;;
Ambrózfalva;8;493;;;;;;;;;;;;;;;;;;;;;;;
Balatongyörök;22;1 359;;;;;;;;;;;;;;;;;;;;;;;
Királyhegyes;10;619;;;;;;;;;;;;;;;;;;;;;;;
Kerkakutas;2;124;;;;;;;;;;;;;;;;;;;;;;;
Kisszékely;5;310;;;;;;;;;;;;;;;;;;;;;;;
Gánt;13;810;;;;;;;;;;;;;;;;;;;;;;;
Köveskál;6;374;;;;;;;;;;;;;;;;;;;;;;;
Küngös;9;561;;;;;;;;;;;;;;;;;;;;;;;
Pinkamindszent;3;187;;;;;;;;;;;;;;;;;;;;;;;
Jágónak;4;250;;;;;;;;;;;;;;;;;;;;;;;
Márkháza;4;250;;;;;;;;;;;;;;;;;;;;;;;
Bugac;43;2 695;;;;;;;;;;;;;;;;;;;;;;;
Pusztamiske;7;439;;;;;;;;;;;;;;;;;;;;;;;
Zsarolyán;7;439;;;;;;;;;;;;;;;;;;;;;;;
Szalaszend;17;1 068;;;;;;;;;;;;;;;;;;;;;;;
Girincs;14;880;;;;;;;;;;;;;;;;;;;;;;;
Markóc;1;63;;;;;;;;;;;;;;;;;;;;;;;
Szentdénes;5;315;;;;;;;;;;;;;;;;;;;;;;;
Szentkozmadombja;1;63;;;;;;;;;;;;;;;;;;;;;;;
Kömörő;10;633;;;;;;;;;;;;;;;;;;;;;;;
Sand;6;380;;;;;;;;;;;;;;;;;;;;;;;
Bükkszentmárton;5;317;;;;;;;;;;;;;;;;;;;;;;;
Oszlár;6;381;;;;;;;;;;;;;;;;;;;;;;;
Zalasárszeg;2;127;;;;;;;;;;;;;;;;;;;;;;;
Csákány;5;318;;;;;;;;;;;;;;;;;;;;;;;
Izmény;8;509;;;;;;;;;;;;;;;;;;;;;;;
Kővágóörs;12;765;;;;;;;;;;;;;;;;;;;;;;;
Tiszadorogma;6;383;;;;;;;;;;;;;;;;;;;;;;;
Hencida;19;1 215;;;;;;;;;;;;;;;;;;;;;;;
Bogádmindszent;7;448;;;;;;;;;;;;;;;;;;;;;;;
Tiszamogyorós;11;704;;;;;;;;;;;;;;;;;;;;;;;
Torvaj;4;257;;;;;;;;;;;;;;;;;;;;;;;
Görcsönydoboka;6;386;;;;;;;;;;;;;;;;;;;;;;;
Nagybörzsöny;11;708;;;;;;;;;;;;;;;;;;;;;;;
Hantos;15;966;;;;;;;;;;;;;;;;;;;;;;;
Tarnaörs;28;1 804;;;;;;;;;;;;;;;;;;;;;;;
Tárkány;23;1 483;;;;;;;;;;;;;;;;;;;;;;;
Balatonhenye;2;129;;;;;;;;;;;;;;;;;;;;;;;
Hernádbűd;2;129;;;;;;;;;;;;;;;;;;;;;;;
Szentegát;6;388;;;;;;;;;;;;;;;;;;;;;;;
Nyíribrony;18;1 165;;;;;;;;;;;;;;;;;;;;;;;
Endrefalva;19;1 234;;;;;;;;;;;;;;;;;;;;;;;
Rezi;21;1 364;;;;;;;;;;;;;;;;;;;;;;;
Lesencefalu;5;325;;;;;;;;;;;;;;;;;;;;;;;
Hahót;16;1 043;;;;;;;;;;;;;;;;;;;;;;;
Bocska;5;326;;;;;;;;;;;;;;;;;;;;;;;
Matty;5;326;;;;;;;;;;;;;;;;;;;;;;;
Kunágota;42;2 743;;;;;;;;;;;;;;;;;;;;;;;
Bánfa;3;196;;;;;;;;;;;;;;;;;;;;;;;
Kisrécse;3;196;;;;;;;;;;;;;;;;;;;;;;;
Rudolftelep;11;719;;;;;;;;;;;;;;;;;;;;;;;
Öregcsertő;12;785;;;;;;;;;;;;;;;;;;;;;;;
Sóshartyán;14;916;;;;;;;;;;;;;;;;;;;;;;;
Pölöske;13;851;;;;;;;;;;;;;;;;;;;;;;;
Balatonfenyves;34;2 231;;;;;;;;;;;;;;;;;;;;;;;
Lengyeltóti;47;3 087;;;;;;;;;;;;;;;;;;;;;;;
Rábacsécsény;9;592;;;;;;;;;;;;;;;;;;;;;;;
Sáta;18;1 184;;;;;;;;;;;;;;;;;;;;;;;
Kám;7;461;;;;;;;;;;;;;;;;;;;;;;;
Gemzse;14;926;;;;;;;;;;;;;;;;;;;;;;;
Göncruszka;10;662;;;;;;;;;;;;;;;;;;;;;;;
Várvölgy;16;1 060;;;;;;;;;;;;;;;;;;;;;;;
Alsószentmárton;19;1 259;;;;;;;;;;;;;;;;;;;;;;;
Móricgát;7;464;;;;;;;;;;;;;;;;;;;;;;;
Tiszanána;37;2 460;;;;;;;;;;;;;;;;;;;;;;;
Levelek;45;2 992;;;;;;;;;;;;;;;;;;;;;;;
Mezőszemere;17;1 131;;;;;;;;;;;;;;;;;;;;;;;
Istvándi;9;599;;;;;;;;;;;;;;;;;;;;;;;
Látrány;21;1 399;;;;;;;;;;;;;;;;;;;;;;;
Jánd;12;801;;;;;;;;;;;;;;;;;;;;;;;
Szentlőrinckáta;29;1 936;;;;;;;;;;;;;;;;;;;;;;;
Kistapolca;3;201;;;;;;;;;;;;;;;;;;;;;;;
Valkonya;1;67;;;;;;;;;;;;;;;;;;;;;;;
Ősagárd;5;336;;;;;;;;;;;;;;;;;;;;;;;
Béb;4;269;;;;;;;;;;;;;;;;;;;;;;;
Győrsövényház;12;807;;;;;;;;;;;;;;;;;;;;;;;
Potony;3;202;;;;;;;;;;;;;;;;;;;;;;;
Egyházasharaszti;5;337;;;;;;;;;;;;;;;;;;;;;;;
Zánka;15;1 017;;;;;;;;;;;;;;;;;;;;;;;
Drávapalkonya;4;272;;;;;;;;;;;;;;;;;;;;;;;
Kuncsorba;9;612;;;;;;;;;;;;;;;;;;;;;;;
Nagycsány;2;136;;;;;;;;;;;;;;;;;;;;;;;
Újkenéz;15;1 022;;;;;;;;;;;;;;;;;;;;;;;
Sonkád;13;886;;;;;;;;;;;;;;;;;;;;;;;
Tornyospálca;41;2 795;;;;;;;;;;;;;;;;;;;;;;;
Zics;5;342;;;;;;;;;;;;;;;;;;;;;;;
Mérk;32;2 194;;;;;;;;;;;;;;;;;;;;;;;
Fazekasboda;3;206;;;;;;;;;;;;;;;;;;;;;;;
Liget;6;413;;;;;;;;;;;;;;;;;;;;;;;
Jéke;11;759;;;;;;;;;;;;;;;;;;;;;;;
Nagyrozvágy;10;691;;;;;;;;;;;;;;;;;;;;;;;
Ilk;20;1 392;;;;;;;;;;;;;;;;;;;;;;;
Tiszabábolna;5;348;;;;;;;;;;;;;;;;;;;;;;;
Pörböly;8;557;;;;;;;;;;;;;;;;;;;;;;;
Petőmihályfa;3;209;;;;;;;;;;;;;;;;;;;;;;;
Vadna;9;627;;;;;;;;;;;;;;;;;;;;;;;
Gulács;16;1 115;;;;;;;;;;;;;;;;;;;;;;;
Kisvejke;6;419;;;;;;;;;;;;;;;;;;;;;;;
Dombegyház;30;2 100;;;;;;;;;;;;;;;;;;;;;;;
Fűzvölgy;2;140;;;;;;;;;;;;;;;;;;;;;;;
Garabonc;10;700;;;;;;;;;;;;;;;;;;;;;;;
Zebecke;1;70;;;;;;;;;;;;;;;;;;;;;;;
Tésenfa;3;211;;;;;;;;;;;;;;;;;;;;;;;
Nagyar;10;704;;;;;;;;;;;;;;;;;;;;;;;
Mucsfa;5;354;;;;;;;;;;;;;;;;;;;;;;;
Velemér;1;71;;;;;;;;;;;;;;;;;;;;;;;
Zsebeháza;2;142;;;;;;;;;;;;;;;;;;;;;;;
Kerékteleki;10;712;;;;;;;;;;;;;;;;;;;;;;;
Kács;7;499;;;;;;;;;;;;;;;;;;;;;;;
Csarnóta;2;143;;;;;;;;;;;;;;;;;;;;;;;
Dombiratos;8;572;;;;;;;;;;;;;;;;;;;;;;;
Nemespátró;4;286;;;;;;;;;;;;;;;;;;;;;;;
Tüskevár;8;572;;;;;;;;;;;;;;;;;;;;;;;
Vállaj;18;1 288;;;;;;;;;;;;;;;;;;;;;;;
Szabadhídvég;12;859;;;;;;;;;;;;;;;;;;;;;;;
Bököny;44;3 151;;;;;;;;;;;;;;;;;;;;;;;
Szátok;8;573;;;;;;;;;;;;;;;;;;;;;;;
Fábiánháza;26;1 864;;;;;;;;;;;;;;;;;;;;;;;
Mezőzombor;34;2 440;;;;;;;;;;;;;;;;;;;;;;;
Felsőnyék;15;1 077;;;;;;;;;;;;;;;;;;;;;;;
Szomolya;22;1 580;;;;;;;;;;;;;;;;;;;;;;;
Nagybarca;12;863;;;;;;;;;;;;;;;;;;;;;;;
Bábonymegyer;11;792;;;;;;;;;;;;;;;;;;;;;;;
Kispirit;1;72;;;;;;;;;;;;;;;;;;;;;;;
Nemesládony;2;144;;;;;;;;;;;;;;;;;;;;;;;
Szabás;8;576;;;;;;;;;;;;;;;;;;;;;;;
Vid;2;144;;;;;;;;;;;;;;;;;;;;;;;
Szakály;18;1 298;;;;;;;;;;;;;;;;;;;;;;;
Almáskamarás;12;870;;;;;;;;;;;;;;;;;;;;;;;
Szentpéterfölde;2;145;;;;;;;;;;;;;;;;;;;;;;;
Rakacaszend;5;363;;;;;;;;;;;;;;;;;;;;;;;
Öreglak;21;1 525;;;;;;;;;;;;;;;;;;;;;;;
Hajós;41;2 978;;;;;;;;;;;;;;;;;;;;;;;
Magyarhertelend;9;654;;;;;;;;;;;;;;;;;;;;;;;
Vásárosbéc;3;218;;;;;;;;;;;;;;;;;;;;;;;
Csengerújfalu;14;1 019;;;;;;;;;;;;;;;;;;;;;;;
Hortobágy;20;1 456;;;;;;;;;;;;;;;;;;;;;;;
Somogyhatvan;5;364;;;;;;;;;;;;;;;;;;;;;;;
Túrricse;10;728;;;;;;;;;;;;;;;;;;;;;;;
Szörény;1;73;;;;;;;;;;;;;;;;;;;;;;;
Tiszaszalka;13;949;;;;;;;;;;;;;;;;;;;;;;;
Zalaszabar;8;584;;;;;;;;;;;;;;;;;;;;;;;
Miske;24;1 754;;;;;;;;;;;;;;;;;;;;;;;
Tiszakeszi;36;2 632;;;;;;;;;;;;;;;;;;;;;;;
Alsószuha;6;439;;;;;;;;;;;;;;;;;;;;;;;
Szakmár;17;1 245;;;;;;;;;;;;;;;;;;;;;;;
Patapoklosi;5;368;;;;;;;;;;;;;;;;;;;;;;;
Bucsuta;3;221;;;;;;;;;;;;;;;;;;;;;;;
Kápolna;21;1 551;;;;;;;;;;;;;;;;;;;;;;;
Szilvás;2;148;;;;;;;;;;;;;;;;;;;;;;;
Bócsa;27;2 007;;;;;;;;;;;;;;;;;;;;;;;
Bókaháza;4;298;;;;;;;;;;;;;;;;;;;;;;;
Tarpa;37;2 761;;;;;;;;;;;;;;;;;;;;;;;
Hevesaranyos;8;597;;;;;;;;;;;;;;;;;;;;;;;
Pácin;20;1 493;;;;;;;;;;;;;;;;;;;;;;;
Köblény;3;224;;;;;;;;;;;;;;;;;;;;;;;
Borota;17;1 270;;;;;;;;;;;;;;;;;;;;;;;
Beregdaróc;14;1 048;;;;;;;;;;;;;;;;;;;;;;;
Kislippó;4;300;;;;;;;;;;;;;;;;;;;;;;;
Komoró;18;1 354;;;;;;;;;;;;;;;;;;;;;;;
Kishuta;4;301;;;;;;;;;;;;;;;;;;;;;;;
Ecseny;3;226;;;;;;;;;;;;;;;;;;;;;;;
Garé;4;302;;;;;;;;;;;;;;;;;;;;;;;
Kokad;9;683;;;;;;;;;;;;;;;;;;;;;;;
Erzsébet;4;304;;;;;;;;;;;;;;;;;;;;;;;
Gyalóka;1;76;;;;;;;;;;;;;;;;;;;;;;;
Óbánya;2;152;;;;;;;;;;;;;;;;;;;;;;;
Tornyosnémeti;7;532;;;;;;;;;;;;;;;;;;;;;;;
Sárkeresztúr;34;2 592;;;;;;;;;;;;;;;;;;;;;;;
Zalaszegvár;2;154;;;;;;;;;;;;;;;;;;;;;;;
Erdőkürt;7;540;;;;;;;;;;;;;;;;;;;;;;;
Kömlő;26;2 011;;;;;;;;;;;;;;;;;;;;;;;
Baranyajenő;6;465;;;;;;;;;;;;;;;;;;;;;;;
Bakonya;5;388;;;;;;;;;;;;;;;;;;;;;;;
Kömpöc;9;699;;;;;;;;;;;;;;;;;;;;;;;
